,labels,text,label_text
1345,2,has considered the case for reform of immigration detention,Freedom and Democracy
1346,2,and calls on the Government to respond positively to those recommendations.,Freedom and Democracy
1347,4,That this House recognises the unprecedented gravity of the challenges currently facing the UK steel industry,Economy
1348,4,and calls on the Government to hold a top-level summit with the key players from the steel industry to seek meaningful and urgent solutions to the crisis.,Economy
1349,4,That this House notes variations in the effectiveness of roll-out of fixed and mobile superfast broadband in different parts of the UK,Economy
1350,4,and calls on the Government to host anot-spot summit to consider ways to tackle this issue.,Economy
1351,5,"That this House calls on the Government to reverse its decision to cut tax credits, which is due to come into effect in April 2016.",Welfare and Quality of Life
1352,4,That this House believes that the UK steel industry is of national strategic importance and should be supported by the UK Government,Economy
1353,4," notes that the UK steel industry is in crisis and that the recent closure of SSI in Redcar has resulted in 2,000 direct job losses, with a further 1,000 contractor jobs lost and 6,000 jobs to be lost in the local supply chain, the announcement by Tata Steel that they will no longer produce steel plate at Dalzell, Clydebridge and Scunthorpe has resulted in 1,170 job losses, and that 1,700 jobs are at risk as Caparo Industries has gone into administration",Economy
1354,7,recognises that for every direct steel job lost a further three indirect job losses will follow,Social Group
1355,4," further notes the vital importance of the steel industry to those local communities it serves, the proud industrial heritage of Britainâs steel towns and the very real threat to these parts of the country should the steel industry disappear",Economy
1356,4," and calls upon the Government to take immediate action to protect the steel industry, including immediately implementing the Energy Intensive Industry Compensation Package, taking action with the EU Commission on antidumping measures, looking at temporary action on business rates, reviewing how regulatory frameworks impact the industry, and promoting local content and sustainability in procurement contacts, and for the Government to publish a full industrial strategy including what level of capacity the Government envisages is needed in the steel industry, so as to safeguard this vital strategic asset.",Economy
1357,7,"That this House calls on the Government to reconsider the effect on the lowest paid workers of its proposed changes to tax credits due to come into force in April 2016, to carry out and publish an analysis of that effect, and to bring forward proposals to mitigate it.",Social Group
1358,6,"That this House notes with concern the loss of 17,000 police officers in the last five years",Fabric of Society
1359,6," further notes the most recent Police Recorded Crime statistics, which show sharp rises in some of the more serious crimes including knife crime and sexual assault and that, alongside evidence that some crime is rising, there is evidence that crime is changing and moving away from traditional forms such as burglary and car theft and is being increasingly replaced by cybercrime",Fabric of Society
1360,6,is concerned by reports that the police budget could face between 25 and 40 per cent spending reductions in the forthcoming Comprehensive Spending Review,Fabric of Society
1361,6," notes warnings from senior police figures that this could result in over 20,000 further reductions in frontline staff, the effective end of neighbourhood policing and much of the public being exposed to much greater risk",Fabric of Society
1362,6,accepts that further efficiencies can be made in the police budget for England and Wales but believes that budget reductions over 10 per cent would be dangerous,Fabric of Society
1363,6,further notes the ongoing concern surrounding the Scottish Governmentâs oversight of Police Scotland and the findings of the recent staff survey which found only 30 per cent of staff thought they had the resources necessary to do their job properly,Fabric of Society
1364,6,and calls on the Government to secure a funding settlement for the police that maintains frontline services and does not compromise public safety.,Fabric of Society
1365,4,That this House calls on the Government to consider suspending the further sale of its shares in the Royal Bank of Scotland whilst it looks at alternative options,Economy
1366,4," and believes that this should take place in the context of a wider review of the UKâs financial sector and that such a review should consider the case for establishing new models of banking, including regional banks.",Economy
1367,1,"That this House supports the comprehensive settlement of the Cyprus problem based on a bi-communal, bi-zonal federation with political equality, as set out in the relevant Security Council Resolutions and the High Level Agreements",External Relations
1368,1,endorses the Declaration of the European Parliament of 14 February 2012 on the return of Famagusta to its lawful inhabitants,External Relations
1369,1," notes that the city of Famagusta in the Republic of Cyprus was captured by the invading Turkish forces in August 1974, that a section of Famagusta was then sealed off and remains uninhabited, under the direct control of the Turkish military, and that the return of Famagusta to its lawful inhabitants would facilitate efforts toward a comprehensive settlement of the Cyprus problem",External Relations
1370,1,further notes the 1979 High Level Agreement and UN Security Council Resolutions 550 (1984) and 789 (1992) and the 2008 Report of the Committee on Petitions of the European Parliament on Petition 733/2004,External Relations
1371,1," calls on the government of Turkey to act according to those UN Security Council Resolutions and Report Recommendations and return Famagusta to its lawful inhabitants, who must resettle under conditions of security and peace",External Relations
1372,1," urges the Government, as a guarantor power of Cyprus, to promote Turkeyâs cooperation",External Relations
1373,1," and directs the Speaker to forward this Resolution to President Nicos Anastasiades, Mr Mustafa Akinci, the UN Secretary General and the government of Turkey.",External Relations
1374,5,That this House notes the findings of the independent cancer taskforce published in July 2015,Welfare and Quality of Life
1375,5,and calls on the Government to publish an action plan on implementing the new cancer strategy.,Welfare and Quality of Life
1376,1,That this House believes that Trident should not be renewed.,External Relations
1377,3,That this House condemns the proposed closure of HMRC offices in Scotland and throughout the UK,Political System
1378,3,believes that this will result in a reduced service to the public,Political System
1379,4,is concerned about the potential loss of tax yield,Economy
1380,4,is further concerned at the loss of jobs and expertise in local communities,Economy
1381,4,further believes that this will undermine efforts to reduce the tax gap which currently stands at Â£34 billion,Economy
1382,4,also believes that this proposal will undermine the ability of SMEs to access information and advice and that the proposed closure programme is flawed and counterproductive,Economy
1383,3,and calls on the Government to halt its programme of HMRC office closures.,Political System
1384,5,That this House notes with concern the disproportionate impact of this Governmentâs policies on women,Welfare and Quality of Life
1385,5," further notes that, according to the Libraryâs data, measures in the Summer Budget and Autumn Statement have hit women three times harder by tax and benefit changes than men",Welfare and Quality of Life
1386,5,notes that proposals for infrastructure investment outlined in the Autumn Statement are predominantly focused in sectors that typically employ more men than women,Welfare and Quality of Life
1387,5," notes with concern that the UK gender pay gap stands at 19.2 per cent, higher than the EU average, and that the Governmentâs introduction of tribunal fees means that women have to pay Â£1,200 in order to bring forward an equal pay claim, preventing many from pursuing legitimate claims",Welfare and Quality of Life
1388,5,notes concerns raised by the Scottish Trades Union Congress and the Scottish Older Womenâs Commission regarding the proliferation of low-paid part-time work among women,Welfare and Quality of Life
1389,5,notes that levels of maternity discrimination have almost doubled in recent years,Welfare and Quality of Life
1390,5," notes the alarming rate of closures of services supporting victims of domestic violence, particularly services for BME women",Welfare and Quality of Life
1391,5," and calls on the Government to affirm its commitment to ensuring that women and protected groups do not bear the brunt of Government measures, to conduct an urgent cumulative assessment of the impact of its policies on women since 2010, to take the necessary remedial steps to mitigate any disproportionate burden on women and to develop and publish a gender equality strategy to improve the position of women over the remainder of this Parliament.",Welfare and Quality of Life
1392,2,"That this House believes that the Transatlantic Trade and Investment Partnership, the Comprehensive European Trade Agreement, the Trade in Services Agreement and any associated investor-state dispute settlement provisions should be subject to full parliamentary scrutiny in the UK and European parliaments.",Freedom and Democracy
1393,1,"That this House takes note of European Union Documents No. 9355/15 and Addendum and No. 11132/15, international protection for the benefit of Italy and Greece, No. 11843/15 and Addendum, establishing a crisis relocation mechanism, and No. 11844/15 and Addendum, international protection for the benefit of Italy, Greece and Hungary",External Relations
1394,1,and agrees with the Governmentâs decision not to opt in to proposals establishing provisional measures for the relocation of individuals in need of international protection or to the proposal establishing a crisis relocation mechanism.,External Relations
1395,4,"That this House notes that the Governmentâs record on housing is one of five years of failure with rising homelessness, falling home-ownership, escalating rents, deep cuts in investment and the lowest level of house-building since the 1920s",Economy
1396,4,further notes that the Spending Review and Autumn Statement will not result in the homes that young people and families on ordinary incomes need being built because it cuts the level of investment from that of 2010 and fails to prioritise genuinely affordable homes to rent and buy,Economy
1397,4," notes Shelter Scotland's report of September 2015, Affordable Housing Need in Scotland, which states that overall house-building levels are well below their peak in 2007 and that the number of new social homes built has fallen by 44 per cent from 2010 to 2014",Economy
1398,4," notes the widespread concern that the Governmentâs Housing and Planning Bill will lead to the severe loss of affordable homes, will be a let-down for aspiring home-owners, and will do nothing to help Englandâs private renters struggling with poor conditions and high renting costs",Economy
1399,4," and calls on the Government to help families who are struggling with the cost of housing, including by building more affordable homes to rent and buy.",Economy
1400,6,"That this House extends its sympathy to all those affected by recent floods and its gratitude to the emergency services, armed forces and volunteers who rallied round to help afflicted communities over the holiday period",Fabric of Society
1401,3," notes the damage the Chancellor of the Exchequerâs cuts, which the National Audit Office estimates amounted to 10 per cent over the course of the last Parliament, excluding emergency funding, have caused to these communities",Political System
1402,3," notes that by delaying or cutting new flood defence projects or neglecting maintenance of existing flood defences, the Government has failed to protect these communities",Political System
1403,5,notes with concern the recent decision by the Scottish Government to impose a six per cent cut on funding to the Scottish Environmental Protection Agency,Welfare and Quality of Life
1404,3,believes that there has been a dismal lack of action by the Cabinet Committee set up after the floods of 2013-14 and questions the effectiveness of the newly-created Cabinet Committee under the same leadership,Political System
1405,4," further believes that the UK needs a long-term plan which includes a complete rethink of flood defences, as proposed by the Environment Agency, measures to make homes, communities and infrastructure more flood resilient and a greater focus on flood prevention, particularly through uplands and water catchment management",Economy
1406,4," and calls on the Government to commit to the figure that the Environment Agency said in 2014 was required to protect communities of Â£800 million per year on maintenance and strengthening of flood defences and to carry out an urgent, independent, public review of flood policy.",Economy
1407,5,"That this House, while welcoming the equalisation of the state pension age, is concerned that the acceleration of that equalisation directly discriminates against women born on or after 6 April 1951, leaving women with only a few years to make alternative arrangements, adversely affecting their retirement plans and causing undue hardship",Welfare and Quality of Life
1408,5,regrets that the Government has failed to address a lifetime of low pay and inequality faced by many women,Welfare and Quality of Life
1409,5,and calls on the Government to immediately introduce transitional arrangements for those women negatively affected by that equalisation.,Welfare and Quality of Life
1410,5,That this House calls on the Government to take steps to help reduce the number of children entering the care system by bringing forward measures to support more children to remain safely at home with their family or extended family.,Welfare and Quality of Life
1411,4,That this House believes that the rising cost of public transport is adding to the financial pressures facing many households,Economy
1412,4," notes that over 2,400 local authority-supported bus routes have been cut or downgraded since 2010",Economy
1413,4,regrets that bus fares have risen by 26 per cent on average and regulated rail fares have risen by up to 38 per cent since 2010,Economy
1414,4," further regrets delays to rail infrastructure projects including the electrification of the Great Western Main Line, the North TransPennine route and the Midland Main Line",Economy
1415,4," notes with regret the decision by the Scottish Government to award the ScotRail franchise to a private operator, rather than exploring alternative options",Economy
1416,4,calls on the Government to bring forward a buses bill as announced in the Queenâs Speech to enable the regulation of local bus networks,Economy
1417,4,and further calls on the Government to rule out the privatisation of Network Rail and instead extend to franchised services the model of rail public ownership that delivered record passenger satisfaction scores on the East Coast Main Line.,Economy
1418,3,That this House believes that the Financial Conduct Authority in its current form is not fit for purpose,Political System
1419,3,and has no confidence in its existing structure and procedures.,Political System
1420,2,That this House believes in the importance of Parliamentary sovereignty,Freedom and Democracy
1421,2," and calls for the Governmentâs EU renegotiations to encompass Parliamentâs ability, by itself, to stop any unwanted legislation, taxes or regulation.",Freedom and Democracy
1422,2,That this House notes and regrets that the Government appears set to rush to a referendum on the UKâs membership of the European Union in June 2016,Freedom and Democracy
1423,2," believes that no case has been made for holding a referendum at such an early stage, and that further, any such needlessly premature date risks contaminating the result",Freedom and Democracy
1424,2,believes that a subject as fundamental as EU membership should be decisively settled after a full and comprehensive debate,Freedom and Democracy
1425,2,notes the recommendations of the Electoral Commission on best practice for referendums,Freedom and Democracy
1426,2," further notes that there are elections happening in Northern Ireland, Scotland, Wales, London and some local authorities in May 2016 and that the First Ministers of each of the devolved administrations have all expressed opposition to a June referendum date",Freedom and Democracy
1427,2,and urges the Government to set the date for the referendum having respect for the May elections as distinct electoral choices.,Freedom and Democracy
1428,5,"That this House believes everyone deserves a decent, affordable home to live in",Welfare and Quality of Life
1429,5,regrets that many people are priced out of the communities in which they grew up due to rising house prices and rents,Welfare and Quality of Life
1430,4,acknowledges the benefits of building sustainable homes,Economy
1431,4,and calls on the Government to set out a long-term housing plan to meet the housing needs of future generations which includes lifting the borrowing cap for councils and at least ten new garden cities.,Economy
1432,5," acknowledges the achievements of the Coalition Government in implementing Help to Buy, bringing empty homes back into use and increasing support for self-build",Welfare and Quality of Life
1433,5,condemns the present Governmentâs housing reforms which will lead to fewer new affordable homes for rent and breakdown in communities by selling off affordable homes with no guarantee of replacement,Welfare and Quality of Life
1434,5,further notes their devastating impact on supported housing of the most vulnerable including those with learning disabilities,Welfare and Quality of Life
1435,4,recognises the need for a huge increase in the supply of homes due to decades of under-delivery by successive governments,Economy
1436,4,notes that an increase in apprenticeships and other skills training within the construction industry is required to meet that need,Economy
1437,5,further notes the particular challenges of affordable housing in rural areas,Welfare and Quality of Life
1438,5," regrets that the average cost of a home in London is now over Â£500,000",Welfare and Quality of Life
1439,4," endorses the proposal of London Mayoral candidate, Caroline Pidgeon, to convert the Olympic precept into a funding stream that would enable 200,000 new homes to be built in London",Economy
1440,5,That this House congratulates the Government on providing a scheme to compensate victims of the Equitable Life scandal,Welfare and Quality of Life
1441,5,welcomes the Governmentâs acceptance of the Parliamentary Ombudsmanâs findings in full,Welfare and Quality of Life
1442,5,notes that the Parliamentary Ombudsman recommended that policyholders should be put back in the position they would have been in had maladministration not occurred,Welfare and Quality of Life
1443,5,further notes that most victims have only received partial compensation compared to the confirmed losses and that the compensation scheme is now closed to new applicants,Welfare and Quality of Life
1444,5,and calls on the Government to ensure that the entire existing budget allocated for compensation to date is paid to eligible policyholders and to make a further commitment to provide full compensation for relative losses to all victims of this scandal.,Welfare and Quality of Life
1445,5,"That this House notes that the e-petition 110776, Make fair transitional state pension arrangements for 1950s women, has attracted more than 150,000 signatures",Welfare and Quality of Life
1446,5,and calls on the Government to bring forward proposals for transitional arrangements for women adversely affected by the acceleration of the increase in the state pension age.,Welfare and Quality of Life
1447,6,That this House recalls that the Chancellor announced in the Autumn Statement 2015 that there would be real-terms protection for police funding,Fabric of Society
1448,6," notes that, based on the scale of cuts proposed, police budgets will fall by between nine and ten per cent over four years in real terms",Fabric of Society
1449,6," further notes that the failure to provide real-terms protection for the police budget will lead to further cuts in police numbers in addition to the 18,357 police officers already lost since 2010",Fabric of Society
1450,6,notes that the inclusion of cybercrime in crime statistics will show that crime has doubled,Fabric of Society
1451,6,notes the heightened threat of a terrorist attack in the UK and the operational role of neighbourhood police in preventing such an attack,Fabric of Society
1452,6,and calls on the Government to honour the Chancellorâs statement to the House and provide real-terms protection for the police budget.,Fabric of Society
1453,7,That this House expresses its solidarity with International Womenâs Day,Social Group
1454,5," notes with concern that, despite women making up 51 per cent of society as a whole, more progress needs to be made in electing women to Parliament, as well as in establishing equal pay and parity between men and women in positions of leadership",Welfare and Quality of Life
1455,7,and calls for greater action against FGM and other practices that are harmful to women.,Social Group
1456,3,"That this House calls on the Government to conclude the National Security checking of the Iraq Inquiry report as soon as possible in order to allow publication of that report as soon as possible after 18 April 2016, and no later than two weeks after that date, in line with the undertaking on time taken for such checking by the Prime Minister in his letter to Sir John Chilcot of 29 October 2015.",Political System
1457,5,That this House notes the crucial cultural role the BBC plays in modern Britain,Welfare and Quality of Life
1458,6," welcomes the fact that one of the public purposes outlined in the BBC Charter is to represent the UK, its nations, regions and communities",Fabric of Society
1459,5," notes with concern that the last employment census in 2012 showed the number of black, Asian and minority ethnic people working in the UK creative media fell by 30.9 per cent between 2006 and 2012",Welfare and Quality of Life
1460,5,believes that a BBC target of 14.2 per cent for 2017 is insufficient,Welfare and Quality of Life
1461,5,further notes that this target falls short of other UK broadcasters,Welfare and Quality of Life
1462,6," and calls on the Government to recognise these failings when considering the BBCâs charter renewal and make representations to the BBC to ensure that the corporation is not failing in any of its diversity objectives, including, but not limited to, delivering high quality programming which reflects modern Britain accurately and authentically and that the Corporation must advance equal opportunities to diversify and develop its workforce and senior leaders so that they better reflect audiences.",Fabric of Society
1463,7,That this House notes that World Autism Awareness Week was held from 2 to 8 April,Social Group
1464,7,believes that there is a lack of understanding of the needs of autistic people and their families,Social Group
1465,7,and calls on the Government to improve diagnosis waiting time and support a public awareness campaign so that people can make the changes that will help the UK become autism-friendly.,Social Group
1466,3,That this House has considered HM Revenue and Customsâ?(HMRC) plan Building our Future which will close most of its offices and make substantial staffing reductions,Political System
1467,3," is concerned that this could seriously compromise the ability of HMRC to collect tax, enforce compliance and close the tax gap",Political System
1468,3,believes the plan should have been subjected to parliamentary scrutiny,Political System
1469,3,and calls on the Government to ensure that Building our Future is suspended until a comprehensive consultation and review has been undertaken.,Political System
1470,7,"That this House recognises the contribution of student nurses, midwives, allied health professionals and other healthcare staff",Social Group
1471,5,has serious concerns about the potential impact of removing NHS bursaries on the recruitment and retention of staff,Welfare and Quality of Life
1472,5,and calls on the Government to drop their plans to remove NHS bursaries and instead to consult on how they can best fund and support the future healthcare workforce.,Welfare and Quality of Life
1473,3,"That this House notes with concern the Business, Innovation and Skills Department's proposal to close its Sheffield policy office, moving 247 posts to London",Political System
1474,3,further notes that the Sheffield BIS office proposal runs counter to the Government's welcome commitment to create a public sector that reflects the diverse nature of the UK following the publication of the Bridge report and also to the commitment in Budget 2016 to move civil servants out of expensive Whitehall accommodation,Political System
1475,3,and therefore calls on the National Audit Office to conduct a cost benefit assessment of the BIS Sheffield proposal.,Political System
1476,5,"That this House notes with concern that the pensions of 550,000 UK pensioners residing in a number of overseas countries will no longer be uprated",Welfare and Quality of Life
1477,5,is further concerned that this unfairness will lead to hardship for overseas pensioners and that this measure will discourage many UK citizens living in the UK from returning to their country of origin as many wish to do in their retirement,Welfare and Quality of Life
1478,5,regrets that the Government has taken this action which will lead to loneliness and anger among UK pensioners living abroad,Welfare and Quality of Life
1479,5,and calls on the Government to withdraw this measure and pay UK pensioners at home and abroad their due state pension with the same uprating adjustment in the interests of fairness and equity.,Welfare and Quality of Life
1480,3,That this House believes that the Governmentâs White Paper on the BBC fails to provide an acceptable basis for Charter renewal,Political System
1481,3,notes the threat the White Paper poses to the editorial and financial independence of the BBC,Political System
1482,3,expresses concern about the re-writing of the BBCâs founding mission statement,Political System
1483,3,further notes the concerns about the White Paper expressed by Members of this House and the House of Lords,Political System
1484,3,and calls on the Government to reconsider the proposals contained in the White Paper.,Political System
1485,5,That this House regrets the Government's lack of progress towards halving the disability employment gap,Welfare and Quality of Life
1486,5,further regrets that the Government has not yet published its White Paper on improving support for disabled people,Welfare and Quality of Life
1487,5,notes with concern that commitments made in the Autumn Statement 2015 to help more disabled people through Access to Work and expanding Fit for Work have not materialised,Welfare and Quality of Life
1488,5,further notes that the Government is reducing funding for specialist support for claimants with health conditions and disabilities through the Work and Health Programme,Welfare and Quality of Life
1489,5,and calls on the Government to reverse cuts to the work-related activity component of Employment and Support Allowance and Universal Credit work allowances that risk widening the disability employment gap.,Welfare and Quality of Life
1490,4,That this House recognises the risks posed to the UK economy following the decision to leave the European Union,Economy
1491,4," notes with concern the loss of the UKâs triple A credit rating, the potential output cut, potential job losses, risks to investment and the volatility in the equity and currency markets",Economy
1492,4," and calls on the Government to bring forward measures to protect jobs and support businesses in the nations and regions in relation to the short, medium and long-term potential consequences of the referendum decision, and to address the current threats to community cohesion.",Economy
1493,2,"That this House notes the increasing number of cases where the internet, social media and mobile phone technology are used to bully, harass, intimidate and humiliate individuals including children and vulnerable adults",Freedom and Democracy
1494,2," calls on the Government to ensure that clear legislation is in place that recognises the true impact and nature of online abuse, as distinct to offline abuse",Freedom and Democracy
1495,2," and further calls on the Government to put in place appropriate legal and criminal sanctions, police training, guidance to the CPS and education for young people relating to such abuse.",Freedom and Democracy
1496,5,"That this House recognises the uncertainty created by the result of the EU referendum for the protections currently in place for the UKâs energy security, climate change commitments and the natural environment",Welfare and Quality of Life
1497,5,notes that the discussion leading up to the EU referendum made little mention of environmental protection or climate change and considers that regulations and ambitions in those areas should in no way be diminished as a result of the outcome of that referendum,Welfare and Quality of Life
1498,5,has serious concerns about the signals being sent to investors in those sectors by continued uncertainty,Welfare and Quality of Life
1499,5,and therefore urges the Government to identify and fill any legislative gaps in environmental protection that may arise from the removal of EU law.,Welfare and Quality of Life
1500,5,That this House believes that every child deserves an excellent education which enables them to grow and thrive,Welfare and Quality of Life
1501,5,notes that the Government has published figures showing that a lower proportion of children were meeting the expected standard at the end of Key Stage 2 overall in 2016 than in 2015,Welfare and Quality of Life
1502,5," further notes that, as a result, in 2016 47 percent of children will be told that they have not reached the expected standard in at least one of their SATs papers",Welfare and Quality of Life
1503,5," regrets that the Secretary of State for Education has pushed ahead with chaotic and confusing reforms which mean that thousands of children will be unnecessarily labelled as failures, and that the Secretary of State is steadily losing the confidence of teachers",Welfare and Quality of Life
1504,5,and calls on the Government urgently to review primary assessment and the 2016 SATs results and to clarify that these will not be used for measuring and judging school performance.,Welfare and Quality of Life
1505,4,"That this House calls on the Government to withdraw the Charter for Budget Responsibility: Autumn 2015 update, which was laid before this House on 12 October 2015, and to lay before the House at the earliest opportunity an alternative update which provides the basis for stabilising the UK economy and providing long-term investment for growth.",Economy
1506,7,"That this House believes that the elderly and vulnerable are a high-risk group from having harm done to their financial, emotional and psychological wellbeing from criminals who target them with scam calls, post and visits",Social Group
1507,6,praises the work that trading standards bodies do to combat scams,Fabric of Society
1508,6,calls on financial institutions and the communications industry to put in place mechanisms to protect potential victims from scams,Fabric of Society
1509,6,further calls on the Government to recognise the threat from scams to victimsâ?ability to live independently,Fabric of Society
1510,6," draws attention to the measures proposed by Bournemouth University, the Chartered Trading Standards Institute and National Trading Standards Scams Team on financial harm as useful first steps in tackling such scams",Fabric of Society
1511,6,and calls on the Government to make suggestions on further steps to tackle such criminality.,Fabric of Society
1512,4,That this House acknowledges that the UK is in a strong economic position to take advantage of the Fourth Industrial Revolution,Economy
1513,4," welcomes the view of the World Economic Forum that fusing physical, digital and biological technologies can promote further economic growth",Economy
1514,4,notes that small and medium-sized businesses across the country contribute invaluable expertise and market leadership,Economy
1515,4,and calls upon the Government to continue introducing and supporting policies that keep the UK at the forefront of this revolution in the future.,Economy
1516,4,That this House calls on the Bank of England to provide a detailed analysis of the effect of its quantitative easing programme on the financial markets and the wider economy which includes an assessment of the future development of the quantitative easing programme and other monetary policy measures it may consider appropriate to achieve its objectives.,Economy
1517,2,That this House recognises that leaving the EU is the defining issue facing the UK,Freedom and Democracy
1518,2,believes that there should be a full and transparent debate on the Governmentâs plan for leaving the EU,Freedom and Democracy
1519,2,and calls on the Prime Minister to ensure that this House is able properly to scrutinise that plan for leaving the EU before Article 50 is invoked.,Freedom and Democracy
1520,4,"That this House notes the recent joint Report by the Business, Innovation and Skills and the Work and Pensions Committees on BHS",Economy
1521,4," endorses that Reportâs criticisms of the governance of the company and of the holding company, Taveta Investments Limited",Economy
1522,4,believes that the sale of the company to Retail Acquisitions Limited for Â£1 was clearly not in the interests of British Home Storesâ?employees and pensioners,Economy
1523,4,notes the failure of Sir Philip Green over many years to resolve the deficit in the BHS pension fund,Economy
1524,4,and calls on him to fulfil his promise to do so forthwith.,Economy
1525,4,"That this House notes that Concentrix has not fully met the performance standards set out in its contract with the HM Revenue and Customs to correct tax credit claims, and welcomes the announcement that the services performed by Concentrix will be brought back in-house to HMRC next year",Economy
1526,4," and calls on the Government to conduct a comprehensive investigation into the performance of Concentrix under its contract with HMRC, which includes a consideration of the potential effect on other HMRC services, take urgent action to compensate people who have erroneously had tax credits withdrawn by the company, and in doing so mitigate any adverse effect or reduction in service for claimants.",Economy
1527,5,That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services,Welfare and Quality of Life
1528,5,calls on the Government to rethink its changes to community pharmacy funding,Welfare and Quality of Life
1529,5,and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,Welfare and Quality of Life
1530,6,"That this House notes with concern the estimated 23,000 assaults on police officers in England and Wales each year",Fabric of Society
1531,6," and calls on the Government to implement statutory guidance on sentencing uniformly across the country which reflects the seriousness of the issue, to accurately record the number of assaults on police officers in England and Wales and, noting the fall in numbers of police officers by 20,000 since 2010, to ensure that police officer numbers and funding are not cut further.",Fabric of Society
1532,4,That this House recognises Living Wage Week which began on 31 October,Economy
1533,4,believes that the use of the introduction of the national living wage to drive down conditions and take-home pay is against the spirit of the law,Economy
1534,4,calls on the Government to close down those loopholes which make this possible,Economy
1535,4,and further believes that any move to reduce the value of the national living wage to a level below the promised Â£9 per hour in 2020 is unacceptable.,Economy
1536,5,That this House notes the Governmentâs plans to reduce the Employment and Support Allowance work-related activity component and the corresponding limited capability for work component in universal credit in April 2017,Welfare and Quality of Life
1537,5,further notes that this measure will cut the weekly amount received by recipients with long-term health conditions or disabilities by Â£30 and that these cuts are due to take place before the promised Work and Health programme Green Paper can be considered or implemented,Welfare and Quality of Life
1538,5," and therefore calls on the Government to use the upcoming Autumn Statement to postpone the cuts to Employment and Support Allowance work-related activity component and the corresponding limited capability for work component in universal credit until appropriate alternative measures to progress the commitment to halve the disability employment gap have been considered, in order to secure support for current and future claimants so that sick and disabled people are supported adequately when they are unable to work.",Welfare and Quality of Life
1539,5,That this House believes that every child throughout the UK must be given the opportunity to reach their full potential,Welfare and Quality of Life
1540,5,further believes that there is no evidence that additional academic selection in the school system will improve social mobility,Welfare and Quality of Life
1541,5,and calls on the Government to instead concentrate on providing the best education possible for all children.,Welfare and Quality of Life
1542,5,That this House notes the UKâs status as a pioneer in legislating for equality for LGBT people,Welfare and Quality of Life
1543,5,welcomes the Governmentâs announcement of a new trans equality action plan,Welfare and Quality of Life
1544,5," and calls on the Government to review its response to the recommendations of the Women and Equalities Committeeâs report on Transgender Equality to ensure that the UK leads the world on trans equality rights, in particular by giving unequivocal commitments to changing the Gender Recognition Act 2004 in line with the principles of gender self-declaration and replacing confusing and inadequate language regarding trans people in the Equality Act 2010 by creating a new protected characteristic of gender identity.",Welfare and Quality of Life
1545,5,"That this House notes that the number of homeless households rose by 44 per cent between 2009-10 and 2015-16 to almost 60,000",Welfare and Quality of Life
1546,5,further notes that the number of people sleeping rough doubled between 2010 and 2015,Welfare and Quality of Life
1547,5," notes with concern that across the UK 120,000 children will be homeless this Christmas",Welfare and Quality of Life
1548,5,recognises that between 1997 and 2010 there was an unprecedented fall in homelessness,Welfare and Quality of Life
1549,5,and calls on the Government to end rough sleeping and take action to address the root causes of rising homelessness.,Welfare and Quality of Life
1550,6,"That this House notes with concern recent serious disturbances at Swaleside, Birmingham, Lewes, Bedford and Moorlands prisons against the backdrop of a reduction of more than 6,000 frontline prison officers since 2010",Fabric of Society
1551,6," notes that a planned recruitment drive has a target of hiring fewer than half the number of officers lost, and that previous recruitment drives have failed to achieve their targets",Fabric of Society
1552,6," recognises that violence in prisons is at record levels with assaults up by 34 per cent since 2015, assaults on staff up by  43 per cent since 2015, and more than 60 per cent of prisons currently overcrowded",Fabric of Society
1553,6,and calls on the Government to reduce overcrowding and improve safety while still ensuring that those people who should be in prison are in prison.,Fabric of Society
1554,5,That this House regrets the impact of school funding cuts on the ability of children to reach their full potential,Welfare and Quality of Life
1555,5,and calls on the Government to ensure that all schools have the funding that they need to provide an excellent education for every child.,Welfare and Quality of Life
1556,5,That this House notes the provisional decision not to provide the breast cancer drug Kadcyla for use in the NHS on 29 December 2016,Welfare and Quality of Life
1557,5," and calls on the National Institute for Health and Care Excellence (NICE) and pharmaceutical company Roche to come together and re-assess this decision to ensure Kadcyla is kept available for patients, and consider how access to both innovative new breast cancer drugs and off-patent drugs used for breast cancer, such as bisphosphonates, can be improved.",Welfare and Quality of Life
1558,7,That this House welcomes International Womenâs Day as an important occasion to recognise the achievements of women,Social Group
1559,5,and calls on the Government to join in this international event and pledge its commitment to gender parity.,Welfare and Quality of Life
1560,4,That this House deplores the big six energy firmsâ?treatment of out-of-contract energy customers on default tariffs,Economy
1561,4," believes immediate action is needed to protect those consumers, and that pushing customers to start switching will not fix the problem sufficiently quickly or completely on its own",Economy
1562,4," and calls on the industry, regulators and the Government to consider solutions which recognise that many people lead busy lives and that switching their energy supplier may not always be a high priority.",Economy
1563,1,That this House notes the worsening humanitarian crisis in Yemen,External Relations
1564,1,and calls upon the Government to take a lead in passing a resolution at the UN Security Council that would give effect to an immediate ceasefire in Yemen.,External Relations
1565,5,That this House notes that current penalties for animal welfare offences in England are among the lowest in Europe,Welfare and Quality of Life
1566,5,believes that while the Government's plans for a new licensing regime for dogs in England is welcome the Government should consider a ban on the third party sale of dogs,Welfare and Quality of Life
